fid,tid,t_url,t_heading,num_replies,num_views,starter_uid,starter_namelast_post_date
2147806999,2147519915,/discussion.aspx?g=posts&t=2147519915,Do we need this split?,19,16938,2147553033,Lionrhod,"Thursday, January 23, 2020 2:03 AM "
2147806999,2147550369,/discussion.aspx?g=posts&t=2147550369,For The Ones Gone This Season,2,2359,2147731293,NV1,"Wednesday, January 8, 2020 4:49 PM "
2147806999,2147544296,/discussion.aspx?g=posts&t=2147544296,When they forget you're gay,9,6154,2147691732,mrgladd,"Thursday, December 5, 2019 11:59 PM "
2147806999,2147549298,/discussion.aspx?g=posts&t=2147549298,Guilt.,6,3447,2147716013,satchbee,"Friday, October 18, 2019 6:22 PM "
2147806999,2147548516,/discussion.aspx?g=posts&t=2147548516,Is there anything I can do to?,3,3355,2147719545,TamaraR,"Tuesday, October 1, 2019 1:46 PM "
2147806999,2147548382,/discussion.aspx?g=posts&t=2147548382,educating myself,1,3234,2147718781,Lindy60,"Sunday, August 18, 2019 5:55 PM "
2147806999,2147542517,/discussion.aspx?g=posts&t=2147542517,Probable Alzheimer's,13,6791,2147681084,Alan G-L,"Tuesday, July 23, 2019 10:41 PM "
2147806999,2147512159,/discussion.aspx?g=posts&t=2147512159,"Taking care of Mom, and making a new family with her and my husband and me",4,13741,2147547753,Momma's Boy,"Friday, June 28, 2019 1:10 PM "
2147806999,2147547206,/discussion.aspx?g=posts&t=2147547206,Glad you are here,3,3674,2147710888,Sally A,"Wednesday, May 29, 2019 8:33 AM "
2147806999,2147531731,/discussion.aspx?g=posts&t=2147531731,"Unexpected Anger, Help..",15,13662,2147614751,Cat_Lover_58,"Monday, May 20, 2019 9:30 AM "
2147806999,2147546993,/discussion.aspx?g=posts&t=2147546993,Mom/ me in Denver; yes newbie,0,3047,2147709719,Emilysjoy,"Friday, May 10, 2019 3:37 AM "
2147806999,2147546704,/discussion.aspx?g=posts&t=2147546704,New to this,2,3115,2147632824,lauri.massey,"Monday, April 22, 2019 8:54 PM "
2147806999,2147546599,/discussion.aspx?g=posts&t=2147546599,ANYONE IN SEATTLE?,1,3148,2147707334,ninafortier,"Wednesday, April 17, 2019 3:42 PM "
2147806999,2147544824,/discussion.aspx?g=posts&t=2147544824,I'm new here,5,3845,2147695151,CloveroftheDale,"Wednesday, January 2, 2019 2:42 PM "
2147806999,2147544536,/discussion.aspx?g=posts&t=2147544536,Need suggestions not dementia related,1,3112,2147633517,mabeene,"Friday, November 23, 2018 7:29 AM "
2147806999,2147544506,/discussion.aspx?g=posts&t=2147544506,THANKSGIVING,0,3043,2147484236,Jo C.,"Tuesday, November 20, 2018 5:07 PM "
2147806999,2147541108,/discussion.aspx?g=posts&t=2147541108,Newbie - HIV+ Caregiver,8,6327,2147672895,MarkintheDark,"Tuesday, June 26, 2018 3:03 PM "
2147806999,2147540157,/discussion.aspx?g=posts&t=2147540157,MEDICARE SENDING OUT NEW ID CARDS NOT USING SOCIAL SECURITY NUMBERS - BEWARE OF SCAMS,0,5833,2147484236,Jo C.,"Monday, March 19, 2018 10:20 AM "
2147806999,2147538697,/discussion.aspx?g=posts&t=2147538697,Time For Me,1,6273,2147659054,TopStep7,"Saturday, January 13, 2018 11:58 PM "
2147806999,2147522486,/discussion.aspx?g=posts&t=2147522486,Explaining dementia to children and young people fact sheet,2,12360,2147536600,llee08032,"Saturday, January 13, 2018 11:52 PM "
2147806999,2147535591,/discussion.aspx?g=posts&t=2147535591,Advice regarding coming out,8,10124,2147637753,TheThirdGMGypsie,"Saturday, December 30, 2017 1:16 PM "
2147806999,2147538299,/discussion.aspx?g=posts&t=2147538299,CHRISTMAS WISHES FOR ALL - AND A WINTER VERSE,0,6112,2147484236,Jo C.,"Saturday, December 23, 2017 9:10 AM "
2147806999,2147530828,/discussion.aspx?g=posts&t=2147530828,Relationships and Guilt,8,10341,2147612364,JRPagan,"Saturday, October 14, 2017 6:27 AM "
2147806999,2147497588,/discussion.aspx?g=posts&t=2147497588,Same Sex Relationship,27,18486,2147515306,catspjs,"Friday, October 13, 2017 11:50 PM "
2147806999,2147536400,/discussion.aspx?g=posts&t=2147536400,Alzheimers and being Gay,2,8594,2147644216,monateru,"Thursday, September 28, 2017 6:24 PM "
2147806999,2147529028,/discussion.aspx?g=posts&t=2147529028,do I tell my mom her daughter in law died,6,11006,2147601576,kim g,"Wednesday, September 6, 2017 8:27 AM "
2147806999,2147527800,/discussion.aspx?g=posts&t=2147527800,Grants for Alz Care,2,12531,2147536600,llee08032,"Thursday, June 15, 2017 7:11 PM "
2147806999,2147534218,/discussion.aspx?g=posts&t=2147534218,Please register and be a friend,0,7785,2147483942,Michael Ellenbogen,"Sunday, May 28, 2017 12:15 PM "
2147806999,2147532672,/discussion.aspx?g=posts&t=2147532672,Guilt of a Daughter,5,10256,2147622559,Ang_Anderson36,"Tuesday, March 21, 2017 6:57 PM "
2147806999,2147531748,/discussion.aspx?g=posts&t=2147531748,Showing of: Alzheimer's A Love Story,0,9017,2147558081,The_Sun_Still_Rises,"Sunday, February 5, 2017 3:02 PM "
2147806999,2147531230,/discussion.aspx?g=posts&t=2147531230,New Kid on the Block,9,10214,2147614751,Cat_Lover_58,"Saturday, January 28, 2017 9:44 AM "
2147806999,2147530813,/discussion.aspx?g=posts&t=2147530813,Merry Christmas,1,8615,2147544061,Veterans kid,"Sunday, December 25, 2016 9:42 AM "
2147806999,2147525613,/discussion.aspx?g=posts&t=2147525613,End of life care decisions,4,12117,2147578946,GRANDMAHELPLESS,"Friday, December 9, 2016 7:50 PM "
2147806999,2147529990,/discussion.aspx?g=posts&t=2147529990,Veterans Day,0,9803,2147544061,Veterans kid,"Friday, November 11, 2016 10:46 AM "
2147806999,2147529327,/discussion.aspx?g=posts&t=2147529327,Moved in with my parents and Dad is off the deep end.,1,9932,2147603690,Siouxrt,"Tuesday, October 4, 2016 6:37 PM "
2147806999,2147526963,/discussion.aspx?g=posts&t=2147526963,New here,6,11666,2147531985,gulfportgal,"Tuesday, September 27, 2016 7:12 PM "
2147806999,2147528068,/discussion.aspx?g=posts&t=2147528068,LGBT,2,9995,2147595678,Puchy,"Tuesday, August 2, 2016 8:36 AM "
2147806999,2147527191,/discussion.aspx?g=posts&t=2147527191,Support for my niece - LGBT teenager with Younger Onset AD mom,2,10757,2147589846,CA2GAlove,"Monday, June 13, 2016 11:41 PM "
2147806999,2147527188,/discussion.aspx?g=posts&t=2147527188,When Your LO Wants to Go Home,0,10716,2147501587,AFF1,"Monday, June 13, 2016 8:24 AM "
2147806999,2147526857,/discussion.aspx?g=posts&t=2147526857,Memorial Day,1,10603,2147544061,Veterans kid,"Monday, May 30, 2016 6:18 PM "
2147806999,2147526636,/discussion.aspx?g=posts&t=2147526636,Newcastle University; Free Dementia Care Course,0,11589,2147536600,llee08032,"Tuesday, May 17, 2016 7:07 AM "
2147806999,2147526618,/discussion.aspx?g=posts&t=2147526618,Just took my wife to personal care,0,10811,2147501587,AFF1,"Monday, May 16, 2016 2:03 PM "
2147806999,2147526351,/discussion.aspx?g=posts&t=2147526351,"Email to senators and representatives (easy, peasy advocation)",0,11118,2147536600,llee08032,"Sunday, May 1, 2016 10:32 AM "
2147806999,2147524896,/discussion.aspx?g=posts&t=2147524896,False Memories,7,12778,2147563214,Gladys Zandar,"Sunday, February 21, 2016 8:26 AM "
2147806999,2147484691,/discussion.aspx?g=posts&t=2147484691,Death of Alz life partner legal nightmare in Florida,26,16667,2147485362,snapper,"Monday, February 1, 2016 9:29 AM "
2147806999,2147522381,/discussion.aspx?g=posts&t=2147522381,Brand new,10,12478,2147565047,KevinChevyChase,"Sunday, January 31, 2016 9:07 AM "
2147806999,2147523383,/discussion.aspx?g=posts&t=2147523383,Not sure if it's just my imagination?,2,12236,2147566077,Life Partner,"Sunday, January 17, 2016 1:08 AM "
2147806999,2147520247,/discussion.aspx?g=posts&t=2147520247,The power of music to help persons with dementia,4,11982,2147536600,llee08032,"Tuesday, December 8, 2015 6:50 PM "
2147806999,2147522207,/discussion.aspx?g=posts&t=2147522207,AD free E-Learning course,0,11399,2147536600,llee08032,"Thursday, November 19, 2015 5:44 AM "
2147806999,2147520952,/discussion.aspx?g=posts&t=2147520952,where do WE turn for help?,13,12517,2147561215,sani2218,"Monday, November 16, 2015 11:56 AM "
2147806999,2147521760,/discussion.aspx?g=posts&t=2147521760,It's the same disease,2,10656,2147563214,Gladys Zandar,"Sunday, November 1, 2015 8:23 AM "
2147806999,2147520240,/discussion.aspx?g=posts&t=2147520240,Unpaid carers worth $60.3 billion annually,0,11006,2147536600,llee08032,"Wednesday, August 26, 2015 6:06 AM "
2147806999,2147520235,/discussion.aspx?g=posts&t=2147520235,3 ways to respond when PWD say I want to go home,0,10594,2147536600,llee08032,"Wednesday, August 26, 2015 5:46 AM "
2147806999,2147520201,/discussion.aspx?g=posts&t=2147520201,Common sense caregiving newsletter archive,0,11223,2147536600,llee08032,"Tuesday, August 25, 2015 7:28 AM "
2147806999,2147519717,/discussion.aspx?g=posts&t=2147519717,Language...it is all about respect,1,10107,2147536600,llee08032,"Tuesday, August 11, 2015 2:55 PM "
2147806999,2147516093,/discussion.aspx?g=posts&t=2147516093,A beautiful moment,5,11498,2147555888,LindyHopper,"Tuesday, August 11, 2015 2:37 PM "
2147806999,2147516486,/discussion.aspx?g=posts&t=2147516486,Looking for adult children of a parent with Alzheimer's,3,10565,2147527558,cheazhed,"Wednesday, July 29, 2015 5:14 PM "
2147806999,2147519555,/discussion.aspx?g=posts&t=2147519555,By Us For Us Guides,0,10013,2147536600,llee08032,"Monday, July 27, 2015 4:53 PM "
2147806999,2147519563,/discussion.aspx?g=posts&t=2147519563,Alzheimer's Speaks Blog,0,11126,2147536600,llee08032,"Monday, July 27, 2015 10:41 AM "
2147806999,2147516562,/discussion.aspx?g=posts&t=2147516562,Link to Living Wellwith Dementia,0,10286,2147523148,alz+,"Sunday, June 28, 2015 4:28 PM "
2147806999,2147511332,/discussion.aspx?g=posts&t=2147511332,HAND -HIV AIDS Neurologic Dementia,3,12491,2147544983,davidsix,"Monday, April 27, 2015 8:39 PM "
2147806999,2147492965,/discussion.aspx?g=posts&t=2147492965,looking to connect with lesbian couples coping with Alz.,12,13586,2147501744,tcc,"Wednesday, April 22, 2015 1:06 PM "
2147806999,2147514768,/discussion.aspx?g=posts&t=2147514768,SMOKE DETECTOR TESTING TIPS,0,9980,2147553351,AngelaD,"Wednesday, April 15, 2015 9:23 PM "
2147806999,2147484706,/discussion.aspx?g=posts&t=2147484706,Resources for Lesbian and Gay Elders and/or Caregivers for Same-Sex Partners/Spouses,3,12246,2147484751,AlphaLeah,"Friday, March 6, 2015 6:58 AM "
2147806999,2147512310,/discussion.aspx?g=posts&t=2147512310,life after Rich entered long term respite care,1,10883,2147490437,Peg70,"Saturday, January 17, 2015 9:53 AM "
2147806999,2147512034,/discussion.aspx?g=posts&t=2147512034,LGBT Discussion Board,1,11865,2147547468,Dr. Lou,"Wednesday, December 31, 2014 7:45 PM "
2147806999,2147511279,/discussion.aspx?g=posts&t=2147511279,AMAZON Smiles donates to your favorite Alzheimer's Charity or Chapter,0,11075,2147536600,llee08032,"Saturday, November 29, 2014 8:58 AM "
2147806999,2147510523,/discussion.aspx?g=posts&t=2147510523,Funny Moment,2,11638,2147531164,Crushed,"Monday, November 17, 2014 5:57 PM "
2147806999,2147510753,/discussion.aspx?g=posts&t=2147510753,I Remember Better When I Paint.,0,10819,2147483918,Mimi S.,"Saturday, November 8, 2014 6:20 PM "
2147806999,2147509988,/discussion.aspx?g=posts&t=2147509988,Welcome To The Brand New Forum,0,11016,2147484236,Jo C.,"Sunday, October 12, 2014 12:24 AM "
