fid,tid,t_url,t_heading,num_replies,num_views,starter_uid,starter_namelast_post_date
461,2147553835,/discussion.aspx?g=posts&t=2147553835,Mom's passing,3,1466,2147697484,MomandMeJourney,"Monday, August 31, 2020 10:14 PM "
461,2147553667,/discussion.aspx?g=posts&t=2147553667,Loss of a parent,8,2005,2147656191,Franaken,"Saturday, August 29, 2020 3:22 PM "
461,2147553768,/discussion.aspx?g=posts&t=2147553768,Celebration of Life was today,2,1481,2147733103,biker013,"Sunday, August 23, 2020 5:14 PM "
461,2147553018,/discussion.aspx?g=posts&t=2147553018,A Ride to Remember 2020,11,3000,2147733103,biker013,"Wednesday, August 19, 2020 4:18 PM "
461,2147553737,/discussion.aspx?g=posts&t=2147553737,Commemorating the First Year,1,1396,2147713639,Army_Vet60,"Wednesday, August 19, 2020 3:56 PM "
461,2147553515,/discussion.aspx?g=posts&t=2147553515,"So, today I lost my dog...",4,2262,2147520577,elainechem,"Monday, August 3, 2020 7:06 AM "
461,2147551416,/discussion.aspx?g=posts&t=2147551416,My person with dementia passed away yesterday,22,4029,2147728690,KawKaw,"Sunday, August 2, 2020 10:22 PM "
461,2147553373,/discussion.aspx?g=posts&t=2147553373,Stage 8(1),2,2013,2147729377,trixeebelle,"Saturday, August 1, 2020 11:01 PM "
461,2147552411,/discussion.aspx?g=posts&t=2147552411,ashes will be delivered today,6,3105,2147733103,biker013,"Thursday, July 23, 2020 11:28 AM "
461,2147553344,/discussion.aspx?g=posts&t=2147553344,A First Dance,1,1735,2147713639,Army_Vet60,"Wednesday, July 22, 2020 11:10 PM "
461,2147553053,/discussion.aspx?g=posts&t=2147553053,almost a year,5,2272,2147649348,toni2,"Wednesday, July 8, 2020 8:17 AM "
461,2147553068,/discussion.aspx?g=posts&t=2147553068,Hospice Volunteer,2,1837,2147713639,Army_Vet60,"Saturday, July 4, 2020 11:57 AM "
461,2147552986,/discussion.aspx?g=posts&t=2147552986,"Celebration of Life, etc",2,2220,2147733103,biker013,"Monday, June 29, 2020 9:19 PM "
461,2147552885,/discussion.aspx?g=posts&t=2147552885,Freud's Grief After Loss Of Favorite Adult Child,3,2390,2147484236,Jo C.,"Thursday, June 25, 2020 2:05 PM "
461,2147552926,/discussion.aspx?g=posts&t=2147552926,I Never Dreamed You'd Leave In Summer,1,2415,2147713639,Army_Vet60,"Monday, June 22, 2020 12:54 PM "
461,2147552803,/discussion.aspx?g=posts&t=2147552803,Tired of being pissed off.,7,3418,2147744008,AH321,"Friday, June 19, 2020 12:29 PM "
461,2147552763,/discussion.aspx?g=posts&t=2147552763,Lost my husband 6 months ago,3,2010,2147668833,Biltamaroo,"Friday, June 5, 2020 10:24 PM "
461,2147552604,/discussion.aspx?g=posts&t=2147552604,Grief and Guilt,10,3123,2147742778,GlendaGW,"Friday, June 5, 2020 10:21 PM "
461,2147552608,/discussion.aspx?g=posts&t=2147552608,Across The Universe,4,2597,2147713639,Army_Vet60,"Wednesday, June 3, 2020 6:43 AM "
461,2147552504,/discussion.aspx?g=posts&t=2147552504,Wounds reopened,6,2566,2147674222,Skittles412,"Wednesday, May 20, 2020 1:40 PM "
461,2147552353,/discussion.aspx?g=posts&t=2147552353,I am Caregiver who just lost a LO leaving spouse with Alz,2,2264,2147700633,Jace Z.,"Saturday, May 16, 2020 2:50 AM "
461,2147552527,/discussion.aspx?g=posts&t=2147552527,Do your emotions ever get back to normal?,2,2101,2147520577,elainechem,"Friday, May 15, 2020 10:14 PM "
461,2147552514,/discussion.aspx?g=posts&t=2147552514,Two years,2,1955,2147485195,dutiful deb,"Thursday, May 14, 2020 10:13 PM "
461,2147552239,/discussion.aspx?g=posts&t=2147552239,Finding someone new,15,3229,2147520577,elainechem,"Wednesday, May 13, 2020 9:02 AM "
461,2147552459,/discussion.aspx?g=posts&t=2147552459,Survivors Benefits,3,2001,2147733103,biker013,"Monday, May 11, 2020 9:44 AM "
461,2147552478,/discussion.aspx?g=posts&t=2147552478,DH died 2 wks ago today,5,1972,2147733103,biker013,"Sunday, May 10, 2020 1:34 PM "
461,2147552140,/discussion.aspx?g=posts&t=2147552140,Mom has been gone 6 months,6,2235,2147534216,TessC,"Saturday, May 9, 2020 12:20 PM "
461,2147552326,/discussion.aspx?g=posts&t=2147552326,question about reorganizing,6,2069,2147733103,biker013,"Saturday, May 2, 2020 2:27 PM "
461,2147552224,/discussion.aspx?g=posts&t=2147552224,Life After,5,2108,2147484000,LarryD,"Thursday, April 23, 2020 11:38 AM "
461,2147552157,/discussion.aspx?g=posts&t=2147552157,AARP Coronavirus Tele-Town Hall is Today: Telehealth,0,2082,10052,ALZConnected Moderator,"Thursday, April 16, 2020 8:52 AM "
461,2147552072,/discussion.aspx?g=posts&t=2147552072,AARP Coronavirus Tele-Town Hall (Thursdays),0,2122,10052,ALZConnected Moderator,"Friday, April 10, 2020 9:12 AM "
461,2147551944,/discussion.aspx?g=posts&t=2147551944,Easy Stress-Busting Strategy #3: Guided Imagery,0,1861,10052,ALZConnected Moderator,"Friday, April 3, 2020 1:24 PM "
461,2147551910,/discussion.aspx?g=posts&t=2147551910,AARP Coronavirus Tele-Town Hall,0,1964,10052,ALZConnected Moderator,"Thursday, April 2, 2020 5:05 PM "
461,2147551878,/discussion.aspx?g=posts&t=2147551878,Easy Stress-Busting Strategy #2,0,1825,10052,ALZConnected Moderator,"Wednesday, April 1, 2020 2:06 PM "
461,2147551861,/discussion.aspx?g=posts&t=2147551861,ALZHEIMER'S ASSOCIATION: Easy Stress-Busting Strategy #1,0,2017,10052,ALZConnected Moderator,"Wednesday, April 1, 2020 9:04 AM "
461,2147551741,/discussion.aspx?g=posts&t=2147551741,Marital status,4,1982,2147520577,elainechem,"Tuesday, March 31, 2020 5:45 PM "
461,2147551809,/discussion.aspx?g=posts&t=2147551809,ALZHEIMER'S ASSOCIATION: 6 Tips to Relieve Stress during the Coronavirus crisis,0,1890,10052,ALZConnected Moderator,"Monday, March 30, 2020 9:50 AM "
461,2147551748,/discussion.aspx?g=posts&t=2147551748,ALZHEIMER'S ASSOCIATION: Tips for Covid-19 & Residential Care Communities,0,1895,10052,ALZConnected Moderator,"Friday, March 27, 2020 7:55 AM "
461,2147551724,/discussion.aspx?g=posts&t=2147551724,ALZHEIMER'S ASSOCIATION: AARP Coronavirus Tele-Town Hall is Today,0,1705,10052,ALZConnected Moderator,"Thursday, March 26, 2020 11:43 AM "
461,2147551638,/discussion.aspx?g=posts&t=2147551638,I just realized something,3,1702,2147520577,elainechem,"Thursday, March 26, 2020 10:01 AM "
461,2147551701,/discussion.aspx?g=posts&t=2147551701,Coronovirus info,0,1587,2147484074,jfkoc,"Wednesday, March 25, 2020 8:30 PM "
461,2147551696,/discussion.aspx?g=posts&t=2147551696,Alzheimer's Association: Covid-19 & Tips for when you are providing care at home,0,1661,10052,ALZConnected Moderator,"Wednesday, March 25, 2020 5:36 PM "
461,2147551659,/discussion.aspx?g=posts&t=2147551659,Information you can trust and a safe place to connect,0,1662,10052,ALZConnected Moderator,"Tuesday, March 24, 2020 1:56 PM "
461,2147551280,/discussion.aspx?g=posts&t=2147551280,Sixth Month Anniversary and Recovery,7,1975,2147713639,Army_Vet60,"Monday, March 23, 2020 8:02 AM "
461,2147551551,/discussion.aspx?g=posts&t=2147551551,Anybody else going stir crazy over these COVID-19 restrictions?,11,1825,2147520577,elainechem,"Sunday, March 22, 2020 7:42 PM "
461,2147551597,/discussion.aspx?g=posts&t=2147551597,Using my quarantine time,1,1462,2147559507,demiscared,"Sunday, March 22, 2020 4:59 PM "
461,2147551262,/discussion.aspx?g=posts&t=2147551262,Hubby died just last week,11,1886,2147520577,elainechem,"Sunday, March 15, 2020 4:24 PM "
461,2147551376,/discussion.aspx?g=posts&t=2147551376,widow,5,1576,2147484074,jfkoc,"Sunday, March 8, 2020 4:58 PM "
461,2147551228,/discussion.aspx?g=posts&t=2147551228,Still hard,5,1618,2147733556,Cdmtch,"Friday, February 28, 2020 10:20 AM "
461,2147550735,/discussion.aspx?g=posts&t=2147550735,Joey is with the angels,5,1870,2147696376,bunifoot,"Wednesday, January 29, 2020 11:09 PM "
461,2147550763,/discussion.aspx?g=posts&t=2147550763,My Dad is finally Free of this horrific disease,5,1732,2147564254,Love and Hope,"Wednesday, January 29, 2020 11:05 PM "
461,2147550677,/discussion.aspx?g=posts&t=2147550677,When love is felt,2,1801,2147596328,jb crick,"Monday, January 27, 2020 9:55 PM "
461,2147549329,/discussion.aspx?g=posts&t=2147549329,"My dear, sweet mother is home",40,6566,2147534216,TessC,"Monday, January 20, 2020 9:47 AM "
461,2147550247,/discussion.aspx?g=posts&t=2147550247,Opening my heart to go on.....,5,2360,2147499309,milmac111,"Sunday, January 5, 2020 9:57 AM "
461,2147550207,/discussion.aspx?g=posts&t=2147550207,Missing my momma,3,2250,2147674222,Skittles412,"Thursday, January 2, 2020 10:36 AM "
461,2147550243,/discussion.aspx?g=posts&t=2147550243,Manual Feeding,2,2131,2147723505,neetzie,"Monday, December 23, 2019 7:02 PM "
461,2147550249,/discussion.aspx?g=posts&t=2147550249,A different kind of Christmas this year(1),3,2271,2147499309,milmac111,"Thursday, December 19, 2019 11:57 AM "
461,2147550205,/discussion.aspx?g=posts&t=2147550205,BIRTH AND DEATH,0,2093,2147484387,George K,"Wednesday, December 11, 2019 5:35 AM "
461,2147550080,/discussion.aspx?g=posts&t=2147550080,How to get back to me,4,2434,2147707368,OCP,"Sunday, December 8, 2019 11:04 PM "
461,2147550049,/discussion.aspx?g=posts&t=2147550049,Terrible grief and guilt,6,2451,2147729191,MelissaEP,"Wednesday, December 4, 2019 10:03 AM "
461,2147544038,/discussion.aspx?g=posts&t=2147544038,meds for aggressive behavior,7,3880,2147553542,Gleason,"Tuesday, December 3, 2019 1:45 PM "
461,2147548006,/discussion.aspx?g=posts&t=2147548006,Question about grieving,6,3338,2147716153,BCD,"Sunday, December 1, 2019 9:24 PM "
461,2147549006,/discussion.aspx?g=posts&t=2147549006,Timeline.,7,2930,2147694954,Cheremvp,"Sunday, December 1, 2019 9:14 PM "
461,2147549147,/discussion.aspx?g=posts&t=2147549147,One of the hardest parts,3,2852,2147499309,milmac111,"Sunday, December 1, 2019 8:19 PM "
461,2147549948,/discussion.aspx?g=posts&t=2147549948,is it odd for someone to ask what you did with a loved one's remains if they weren't buried?,3,2407,2147728745,yakoubou,"Wednesday, November 27, 2019 3:57 PM "
461,2147549964,/discussion.aspx?g=posts&t=2147549964,How I LET GO AND LET GOD,2,2137,2147484387,George K,"Tuesday, November 26, 2019 7:53 AM "
461,2147549511,/discussion.aspx?g=posts&t=2147549511,I’ve lost Mr. O.,5,2399,2147639623,Mrs. O,"Monday, November 25, 2019 10:20 PM "
461,2147549767,/discussion.aspx?g=posts&t=2147549767,HENRI NOUWEN ON GRIEF,2,2246,2147484387,George K,"Saturday, November 23, 2019 10:34 AM "
461,2147549932,/discussion.aspx?g=posts&t=2147549932,Melody Beattie on Grief and Action,1,1929,2147484387,George K,"Friday, November 22, 2019 9:12 PM "
461,2147549574,/discussion.aspx?g=posts&t=2147549574,At peace at last,4,2336,2147641132,i2i,"Monday, November 4, 2019 7:35 AM "
461,2147549607,/discussion.aspx?g=posts&t=2147549607,Edema,1,2019,2147723505,neetzie,"Friday, November 1, 2019 3:44 PM "
461,2147549601,/discussion.aspx?g=posts&t=2147549601,Coping with adjustment,3,2000,2147726251,mcast,"Friday, November 1, 2019 1:44 PM "
461,2147548340,/discussion.aspx?g=posts&t=2147548340,Wanting To Connect,6,2954,2147531949,Needing Support,"Sunday, October 27, 2019 2:24 PM "
461,2147549414,/discussion.aspx?g=posts&t=2147549414,Grief(4),2,2082,2147499309,milmac111,"Saturday, October 26, 2019 9:24 PM "
461,2147548445,/discussion.aspx?g=posts&t=2147548445,Death is not an ending...,3,2610,2147596328,jb crick,"Saturday, October 26, 2019 2:58 PM "
461,2147549377,/discussion.aspx?g=posts&t=2147549377,First Post Here,12,2421,2147713639,Army_Vet60,"Tuesday, October 22, 2019 12:30 PM "
461,2147547307,/discussion.aspx?g=posts&t=2147547307,I Did A Stupid Thing (Don't read if it will bring you down),12,3307,2147639330,AmyJo5,"Thursday, October 17, 2019 8:45 AM "
461,2147549190,/discussion.aspx?g=posts&t=2147549190,I need your help regarding my very frail mother,30,3589,2147534216,TessC,"Tuesday, October 15, 2019 7:57 AM "
461,2147546427,/discussion.aspx?g=posts&t=2147546427,Three Months Since Her Death,10,3206,2147577103,ANewJourney16,"Friday, October 11, 2019 10:26 PM "
461,2147549233,/discussion.aspx?g=posts&t=2147549233,Grieving---so much pain,2,1944,2147673582,lvcatlvr,"Thursday, October 10, 2019 1:15 PM "
461,2147549126,/discussion.aspx?g=posts&t=2147549126,Mom & our shared birthday coming up,1,1890,2147640622,TinaFinn7,"Thursday, October 10, 2019 9:57 AM "
461,2147549011,/discussion.aspx?g=posts&t=2147549011,Caregiving my partner/now his kids have Conservatorship!,3,2135,2147720755,Reddmare,"Wednesday, October 9, 2019 4:58 PM "
461,2147536748,/discussion.aspx?g=posts&t=2147536748,"Caring for Mom in parents home, and Died",3,5752,2147646962,Marthart,"Sunday, October 6, 2019 9:10 PM "
461,2147549193,/discussion.aspx?g=posts&t=2147549193,I survived alzheimers,1,1880,2147531824,blfbrat,"Sunday, October 6, 2019 8:46 PM "
461,2147528004,/discussion.aspx?g=posts&t=2147528004,"After 12 years, my dad just passed away",6,6947,2147595296,MERPL,"Monday, September 30, 2019 9:32 AM "
461,2147547133,/discussion.aspx?g=posts&t=2147547133,My husband has died.He was 58,6,2994,2147710524,River48,"Wednesday, September 25, 2019 6:59 AM "
461,2147548894,/discussion.aspx?g=posts&t=2147548894,Getting rid of the bits and pieces,8,2088,2147538910,Dahlke,"Friday, September 20, 2019 8:48 AM "
461,2147548988,/discussion.aspx?g=posts&t=2147548988,HOW TO GET UP OFF THE FLOOR IF YOU FALL,0,1916,2147484236,Jo C.,"Thursday, September 19, 2019 8:59 AM "
461,2147548863,/discussion.aspx?g=posts&t=2147548863,Missing My Grandma,1,1881,2147717606,Family_Member2019,"Friday, September 13, 2019 8:53 AM "
461,2147548792,/discussion.aspx?g=posts&t=2147548792,Interesting things we find,1,1998,2147540089,anib,"Tuesday, September 10, 2019 7:16 AM "
461,2147548239,/discussion.aspx?g=posts&t=2147548239,Missing my mom.....,9,2418,2147674222,Skittles412,"Thursday, August 22, 2019 11:17 PM "
461,2147548492,/discussion.aspx?g=posts&t=2147548492,Both parents have Alzheimer’s Dementia,1,1984,2147580888,dreamsarebeautiful,"Monday, August 19, 2019 12:47 PM "
461,2147548131,/discussion.aspx?g=posts&t=2147548131,3.5 years later my sweetie’s closet is nearly empty,1,2504,2147517111,Agent 99,"Friday, July 26, 2019 4:20 PM "
461,2147547049,/discussion.aspx?g=posts&t=2147547049,Missing Momma(1),8,2732,2147626005,gcortez,"Monday, July 8, 2019 12:31 PM "
461,2147547029,/discussion.aspx?g=posts&t=2147547029,One year has gone by,11,2828,2147485195,dutiful deb,"Monday, July 8, 2019 10:27 AM "
461,2147547711,/discussion.aspx?g=posts&t=2147547711,This is Tougher Than I Thought!,5,2309,2147592767,RainStorm,"Wednesday, July 3, 2019 10:15 AM "
461,2147547345,/discussion.aspx?g=posts&t=2147547345,I knew my day would come to join this side of the board,18,3167,2147499309,milmac111,"Thursday, June 27, 2019 9:14 AM "
461,2147530622,/discussion.aspx?g=posts&t=2147530622,A Christmas Message From Heaven,5,7498,2147499309,milmac111,"Saturday, June 15, 2019 8:26 AM "
461,2147547389,/discussion.aspx?g=posts&t=2147547389,I could use all of your help!,0,2232,2147483942,Michael Ellenbogen,"Friday, June 7, 2019 6:51 AM "
461,2147547218,/discussion.aspx?g=posts&t=2147547218,Ten years....,5,2525,2147484326,shardy,"Wednesday, May 29, 2019 1:00 AM "
461,2147547241,/discussion.aspx?g=posts&t=2147547241,The Final Loss of Mom,1,2233,2147494303,TerryD59,"Tuesday, May 28, 2019 3:34 PM "
461,2147547156,/discussion.aspx?g=posts&t=2147547156,2 Months Today,3,2366,2147710024,Pearl W,"Friday, May 24, 2019 5:41 PM "
461,2147535999,/discussion.aspx?g=posts&t=2147535999,Grieving just won't go away,15,8601,2147520850,Grunt,"Friday, May 10, 2019 11:21 AM "
461,2147546536,/discussion.aspx?g=posts&t=2147546536,Feeling angry,5,2481,2147706999,Sherri D,"Wednesday, April 17, 2019 4:17 AM "
461,2147546486,/discussion.aspx?g=posts&t=2147546486,ABOUT SHARING GRIEF,1,2043,2147484387,George K,"Friday, April 5, 2019 10:47 AM "
461,2147546484,/discussion.aspx?g=posts&t=2147546484,WONDER,0,2154,2147484387,George K,"Friday, April 5, 2019 5:59 AM "
461,2147546243,/discussion.aspx?g=posts&t=2147546243,Life after caregiving 1 year later,5,2717,2147569392,Wgonzo,"Wednesday, March 27, 2019 12:38 PM "
461,2147546329,/discussion.aspx?g=posts&t=2147546329,Relaxing Music to calm YOU!,1,2092,2147702895,Vik,"Tuesday, March 26, 2019 11:59 AM "
461,2147545698,/discussion.aspx?g=posts&t=2147545698,What I Am Feeling,6,2650,2147639330,AmyJo5,"Wednesday, March 20, 2019 4:04 PM "
461,2147546172,/discussion.aspx?g=posts&t=2147546172,LO Still Hanging Around...,4,2158,2147570565,Rockym,"Thursday, March 14, 2019 1:53 PM "
461,2147546187,/discussion.aspx?g=posts&t=2147546187,Grief(3),0,2032,2147674222,Skittles412,"Thursday, March 14, 2019 10:08 AM "
461,2147546039,/discussion.aspx?g=posts&t=2147546039,Life,10,2395,2147569392,Wgonzo,"Wednesday, March 13, 2019 9:24 PM "
461,2147546070,/discussion.aspx?g=posts&t=2147546070,Why we sometimes cry.,2,2512,2147507354,A losing hand.,"Monday, March 11, 2019 2:06 PM "
461,2147545824,/discussion.aspx?g=posts&t=2147545824,Possible New Insight,2,2177,2147639330,AmyJo5,"Saturday, February 23, 2019 9:44 AM "
461,2147545643,/discussion.aspx?g=posts&t=2147545643,Mom came to visit,7,2362,2147647968,Blaize,"Tuesday, February 19, 2019 7:53 PM "
461,2147545639,/discussion.aspx?g=posts&t=2147545639,Mourning Doves,0,2053,2147484387,George K,"Saturday, February 9, 2019 6:40 AM "
461,2147545417,/discussion.aspx?g=posts&t=2147545417,Blessed are those who mourn,2,2369,2147484387,George K,"Saturday, February 9, 2019 12:26 AM "
461,2147545615,/discussion.aspx?g=posts&t=2147545615,Missing Her or Him.,1,2217,2147507354,A losing hand.,"Thursday, February 7, 2019 2:56 PM "
461,2147545330,/discussion.aspx?g=posts&t=2147545330,Denial and Anger,17,2882,2147639330,AmyJo5,"Wednesday, February 6, 2019 5:17 AM "
461,2147544845,/discussion.aspx?g=posts&t=2147544845,He's gone,10,2980,2147578072,BethanyG,"Wednesday, January 23, 2019 12:07 PM "
461,2147542898,/discussion.aspx?g=posts&t=2147542898,Anyone Feeling Their LO Hanging Around Often?,41,9850,2147570565,Rockym,"Saturday, January 19, 2019 9:59 AM "
461,2147544470,/discussion.aspx?g=posts&t=2147544470,Fly me up to where you are,13,3161,2147596328,jb crick,"Thursday, January 17, 2019 1:02 PM "
461,2147545266,/discussion.aspx?g=posts&t=2147545266,We have a lot to give to others from our own experiences ...,4,2304,2147537113,Pam14,"Tuesday, January 15, 2019 8:01 AM "
461,2147545175,/discussion.aspx?g=posts&t=2147545175,That time has come,4,2365,2147623895,fazedanddoncused,"Tuesday, January 15, 2019 7:31 AM "
461,2147544836,/discussion.aspx?g=posts&t=2147544836,Song That Helps Me Move Forward!,5,2360,2147531949,Needing Support,"Monday, January 14, 2019 10:52 AM "
461,2147545232,/discussion.aspx?g=posts&t=2147545232,Helpful Quote!,2,1993,2147686343,CaringMate,"Sunday, January 13, 2019 3:55 PM "
461,2147544388,/discussion.aspx?g=posts&t=2147544388,Overwhelming,2,2603,2147641252,GranddaughterB,"Saturday, January 5, 2019 7:05 PM "
461,2147544906,/discussion.aspx?g=posts&t=2147544906,19 Months Later ...,5,3022,2147537113,Pam14,"Saturday, January 5, 2019 12:06 PM "
461,2147545023,/discussion.aspx?g=posts&t=2147545023,May will be 10 years.,5,2232,2147484326,shardy,"Saturday, January 5, 2019 12:03 PM "
461,2147545105,/discussion.aspx?g=posts&t=2147545105,Looking for momma,3,2090,2147626005,gcortez,"Saturday, January 5, 2019 12:00 PM "
461,2147540567,/discussion.aspx?g=posts&t=2147540567,MISSING MY LOVE,10,4753,2147538875,april33,"Thursday, January 3, 2019 10:07 PM "
461,2147544773,/discussion.aspx?g=posts&t=2147544773,I'm Feeling Empty and Completely Lost,9,2438,2147686343,CaringMate,"Friday, December 28, 2018 6:48 PM "
461,2147544808,/discussion.aspx?g=posts&t=2147544808,Christmas from heaven,5,2629,2147569392,Wgonzo,"Wednesday, December 26, 2018 7:28 AM "
461,2147544922,/discussion.aspx?g=posts&t=2147544922,My dad passed December 10,5,2093,2147525466,sixteenpaws,"Friday, December 21, 2018 11:31 PM "
461,2147544784,/discussion.aspx?g=posts&t=2147544784,Missing my precious momma,3,2118,2147626005,gcortez,"Wednesday, December 12, 2018 11:35 PM "
461,2147544742,/discussion.aspx?g=posts&t=2147544742,6 months without Mom,3,2113,2147674222,Skittles412,"Monday, December 10, 2018 7:08 AM "
461,2147544738,/discussion.aspx?g=posts&t=2147544738,Try this when you think you can.....,5,2361,2147674222,Skittles412,"Monday, December 10, 2018 7:04 AM "
461,2147544635,/discussion.aspx?g=posts&t=2147544635,Bittersweet reminders,4,2400,2147485195,dutiful deb,"Monday, December 3, 2018 9:12 AM "
461,2147544499,/discussion.aspx?g=posts&t=2147544499,I need help(1),6,2499,2147693227,Carmenh,"Tuesday, November 27, 2018 10:37 PM "
461,2147544528,/discussion.aspx?g=posts&t=2147544528,HOW TO RESPOND,5,2428,2147538910,Dahlke,"Tuesday, November 27, 2018 10:26 PM "
461,2147544477,/discussion.aspx?g=posts&t=2147544477,Difficult days,6,2380,2147626005,gcortez,"Wednesday, November 21, 2018 12:03 PM "
461,2147544412,/discussion.aspx?g=posts&t=2147544412,Six months today,11,2536,2147485195,dutiful deb,"Wednesday, November 21, 2018 11:37 AM "
